Model Run,FPS,AVG_FPS,FPS,AVG_FPS
825,103.2,104.8,97.9,104.6
826,103.1,104.8,97.3,104.6
827,103.1,104.8,98.1,104.6
828,103.6,104.8,99.2,104.6
829,103.3,104.8,99.6,104.6
830,103.7,104.8,100.3,104.6
831,103.7,104.8,101,104.6
832,104.2,104.8,99.2,104.6
833,100.2,104.8,96.8,104.6
834,100.6,104.8,97.9,104.6
835,100.8,104.8,98.2,104.6
836,100.2,104.8,99,104.6
837,100.5,104.8,99.2,104.6
838,101,104.8,99.9,104.6
839,101.2,104.8,100.4,104.6
840,101.4,104.8,101.5,104.6
841,101.3,104.8,101.7,104.6
842,101.5,104.8,102.4,104.6
843,101.1,104.8,103,104.6
844,101.5,104.8,101.2,104.6
845,96.8,104.8,99,104.6
846,97.5,104.8,100.4,104.6
847,97.8,104.8,100.8,104.6
848,98.5,104.8,101.2,104.6
849,98.9,104.8,101.4,104.6
850,99,104.8,102.6,104.6
851,99.5,104.8,102.7,104.6
852,99.1,104.8,103.9,104.6
853,99.5,104.8,104.4,104.6
854,100,104.8,105,104.6
855,100.3,104.8,105.7,104.6
856,100.8,104.8,104.2,104.6
857,98.5,104.8,102.3,104.6
858,99.5,104.8,101.7,104.6
859,99.6,104.8,102.6,104.6
860,100.2,104.8,103.2,104.6
861,100.9,104.8,103.8,104.6
862,101.3,104.8,104.4,104.6
863,101.6,104.8,104.2,104.6
864,102.2,104.8,105,104.6
865,102.1,104.8,105.9,104.6
866,102.4,104.8,106.9,104.6
867,102.9,104.8,107.4,104.6
868,102.2,104.8,105.6,104.6
869,99.4,104.8,103.4,104.6
870,100.1,104.8,104.9,104.6
871,100.3,104.8,105.6,104.6
872,100.8,104.8,106.5,104.6
873,101.3,104.8,107.6,104.6
874,101.4,104.8,107.5,104.6
875,101.6,104.8,108.4,104.6
876,102.1,104.8,108.8,104.6
877,102.4,104.8,108.8,104.6
878,102.6,104.8,110.1,104.6
879,103,104.8,111.1,104.6
880,103.4,104.8,108.6,104.6
881,99.8,104.8,105.6,104.6
882,100.3,104.8,105.9,104.6
883,101.3,104.8,105.7,104.6
884,101,104.8,106.4,104.6
885,101.7,104.8,106.5,104.6
886,102.9,104.8,107.2,104.6
887,103.2,104.8,107.1,104.6
888,104,104.8,107.4,104.6
889,104.7,104.8,108.7,104.6
890,105,104.8,110,104.6
891,105.5,104.8,110.6,104.6
892,106.1,104.8,108.1,104.6
893,104.4,104.8,105.2,104.6
894,104.9,104.8,106,104.6
895,105.4,104.8,106.4,104.6
896,105.8,104.8,106.9,104.6
897,106,104.8,107.4,104.6
898,106.3,104.8,107.9,104.6
899,106.5,104.8,107.6,104.6
900,105.9,104.8,107.9,104.6
901,105.9,104.8,107.7,104.6
902,106,104.8,108.5,104.6
903,105.7,104.8,107.6,104.6
904,105.8,104.8,104.9,104.6
905,103.7,104.8,102.5,104.6
906,104.4,104.8,101.3,104.6
907,104.7,104.8,101.6,104.6
908,105.4,104.8,102,104.6
909,105.6,104.8,101.9,104.6
910,105.8,104.8,102.4,104.6
911,105.7,104.8,102.2,104.6
912,106.2,104.8,102.3,104.6
913,106.4,104.8,102.1,104.6
914,106.2,104.8,103.4,104.6
915,106.4,104.8,103.6,104.6
916,105.7,104.8,101.3,104.6
917,102.6,104.8,98.8,104.6
918,103.2,104.8,100.2,104.6
919,103.8,104.8,101,104.6
920,104.7,104.8,101.9,104.6
921,104.7,104.8,102.5,104.6
922,105.3,104.8,102.1,104.6
923,105.8,104.8,102.7,104.6
924,106.5,104.8,103.5,104.6
925,106.7,104.8,104.4,104.6
926,107.2,104.8,106,104.6
927,107.3,104.8,105.6,104.6
928,107.8,104.8,103,104.6
929,104,104.8,101.1,104.6
930,104.3,104.8,102.1,104.6
931,105.1,104.8,102.7,104.6
932,104.3,104.8,104,104.6
933,105.1,104.8,98.1,104.6
934,105.8,104.8,98.7,104.6
935,106.2,104.8,98.2,104.6
936,106.7,104.8,100,104.6
937,107.1,104.8,101.6,104.6
938,107.1,104.8,103.4,107.7
939,107.1,104.8,103.9,107.7
940,107.6,104.8,102.5,107.7
941,104.5,104.8,101.5,107.7
942,105.1,104.8,103.1,107.7
943,105.6,104.8,104.3,107.7
944,106.1,104.8,105.9,107.7
945,106.6,104.8,106.7,107.7
946,107.1,104.8,108.1,107.7
947,107.8,104.8,106.1,107.7
948,106.9,104.8,107.1,107.7
949,107.3,104.8,108,107.7
950,107.2,104.8,109.3,107.7
951,107.5,104.8,110.4,107.7
952,107.7,104.8,106.9,107.7
953,104.5,104.8,107,107.7
954,105.3,104.8,107.5,107.7
955,105.7,104.8,108.2,107.7
956,105.7,104.8,109.5,107.7
957,106,104.8,110.7,107.7
958,106.8,104.8,111.7,107.7
959,107,104.8,108.9,107.7
960,107.4,104.8,110.2,107.7
961,107.7,103.4,110.8,107.7
962,108.2,103.4,111.9,107.7
963,108.2,103.4,112.4,107.7
964,107.3,103.4,110.9,107.7
965,105.1,103.4,111.4,107.7
966,105.3,103.4,112.3,107.7
967,105.8,103.4,112.8,107.7
968,106.1,103.4,112.8,107.7
969,106.4,103.4,113.3,107.7
970,106.3,103.4,112.3,107.7
971,106.6,103.4,110,107.7
972,106.8,103.4,110.9,107.7
973,106.7,103.4,111.6,107.7
974,106.9,103.4,111.8,107.7
975,107,103.4,112,107.7
976,107.4,103.4,109.9,107.7
977,103.7,103.4,109.6,107.7
978,103.9,103.4,110,107.7
979,104.8,103.4,110.6,107.7
980,104.1,103.4,111.1,107.7
981,104.4,103.4,111.1,107.7
982,104.8,103.4,111.5,107.7
983,104.8,103.4,108.4,107.7
984,105.2,103.4,108.8,107.7
985,105.4,103.4,109.3,107.7
986,105.7,103.4,109.7,107.7
987,105.9,103.4,110.2,107.7
988,106.5,103.4,107.6,107.7
989,104.4,103.4,108.1,107.7
990,104.8,103.4,108.2,107.7
991,105.5,103.4,108.4,107.7
992,106.1,103.4,108.9,107.7
993,106.3,103.4,108.9,107.7
994,106.8,103.4,109.1,107.7
995,107.4,103.4,106.1,107.7
996,106.7,103.4,106.7,107.7
997,106.7,103.4,107.1,107.7
998,107,103.4,107.5,107.7
999,107.3,103.4,107.6,107.7
1000,107.2,103.4,105.7,107.7
1001,104.1,103.4,106.1,107.7
1002,105.3,103.4,105.2,107.7
1003,105.7,103.4,105.5,107.7
1004,106.3,103.4,105,107.7
1005,106.7,103.4,105.1,107.7
1006,107.6,103.4,105.1,107.7
1007,107.9,103.4,102.1,107.7
1008,108.2,103.4,102.4,107.7
1009,108.6,103.4,102.6,107.7
1010,108.8,103.4,103.3,107.7
1011,109.6,103.4,104,107.7
1012,108.9,103.4,102.5,107.7
1013,106.8,103.4,102.9,107.7
1014,107.1,103.4,103.6,107.7
1015,107.2,103.4,104.3,107.7
1016,107.3,103.4,105.3,107.7
1017,107.4,103.4,106.2,107.7
1018,107.4,103.4,105.6,107.7
1019,107.2,103.4,104,107.7
1020,107.5,103.4,105,107.7
1021,107.6,103.4,105.7,107.7
1022,107.6,103.4,106.8,107.7
1023,108,103.4,107.5,107.7
1024,108,103.4,105.6,107.7
1025,105.8,103.4,106.2,107.7
1026,106.5,103.4,107.5,107.7
1027,107,103.4,108.1,107.7
1028,106.4,103.4,108.7,107.7
1029,106.8,103.4,108.7,107.7
1030,106.9,103.4,109.6,107.7
1031,107.3,103.4,106.7,107.7
1032,107.5,103.4,107.8,107.7
1033,107.9,103.4,108.7,107.7
1034,107.9,103.4,109.3,107.7
1035,108.2,103.4,110.4,107.7
1036,108.8,103.4,108.4,107.7
1037,106.8,103.4,109.3,107.7
1038,106.8,103.4,110.3,107.7
1039,107.3,103.4,111,107.7
1040,108,103.4,112.1,107.7
1041,108.1,103.4,108.3,107.7
1042,108.2,103.4,109.5,107.7
1043,108.6,103.4,107.3,107.7
1044,108,103.4,108.6,107.7
1045,107.6,103.4,109.7,107.7
1046,107.6,103.4,110.2,107.7
1047,108.3,103.4,110.2,107.7
1048,108.9,103.4,108.2,107.7
1049,106.7,103.4,109,107.7
1050,107.3,103.4,108.4,107.7
1051,107.6,103.4,109.3,107.7
1052,108.1,103.4,109.2,107.7
1053,108.3,103.4,109.2,107.7
1054,108.6,103.4,110,107.7
1055,108.8,103.4,107.5,107.7
1056,109.3,103.4,108.7,107.7
1057,109.1,103.4,108.8,107.7
1058,109,103.4,109.8,107.7
1059,103.8,103.4,110.2,107.7
1060,103.6,103.4,108.3,107.7
1061,101.3,103.4,109.1,107.7
1062,102.1,103.4,109.6,107.7
1063,102.8,103.4,109.8,107.7
1064,103.7,103.4,110.2,107.7
1065,104.2,103.4,110.7,107.7
1066,104.8,103.4,109.9,107.7
1067,104.9,103.4,107,107.7
1068,105.6,103.4,107.7,107.7
1069,106.2,103.4,108.1,107.7
1070,106.2,103.4,108.9,107.7
1071,107,103.4,109.1,107.7
1072,107.6,103.4,107.4,107.7
1073,105.5,103.4,108,107.7
1074,106.1,103.4,109,107.7
1075,106.6,103.4,109.6,107.7
1076,105.8,103.4,109.6,107.7
1077,105.6,103.4,109.6,107.7
1078,105.9,103.4,109.6,107.7
1079,106.1,103.4,106.6,107.7
1080,106.3,103.4,106.7,107.7
1081,106.3,103.4,107.2,107.7
1082,106.3,103.4,107.7,107.7
1083,106.6,103.4,108.2,107.7
1084,107.4,103.4,106.2,107.7
1085,105.7,103.4,106.9,107.7
1086,106.4,103.4,107,107.7
1087,106.6,103.4,107.3,107.7
1088,107.2,103.4,108.1,107.7
1089,107.5,103.4,108.2,107.7
1090,107.7,103.4,108.5,107.7
1091,107.8,103.4,105.9,107.7
1092,107,103.4,106.8,107.7
1093,107.2,103.4,107.4,107.7
1094,106.8,103.4,107.6,107.7
1095,107.3,103.4,107.7,107.7
1096,108.1,103.4,104.9,107.7
1097,106.5,103.4,105.3,107.7
1098,106.8,103.4,104.4,107.7
1099,107.2,103.4,104.8,107.7
1100,108.1,103.4,105.2,107.7
1101,108.5,103.4,105.7,107.7
1102,108.6,103.4,106.2,107.7
1103,109.1,103.4,103.2,107.7
1104,109.8,103.4,103.5,107.7
1105,109.9,103.4,103.4,107.7
1106,109.4,103.4,104.3,107.7
1107,109.9,103.4,105.2,107.7
1108,109.2,103.4,103.4,107.7
1109,107.1,103.4,104.3,107.7
1110,107.7,103.4,105.7,107.7
1111,108.2,103.4,106.7,107.7
1112,108.7,103.4,108,107.7
1113,109,103.4,108.4,107.7
1114,109.1,103.4,107.8,107.7
1115,109.5,103.4,105.8,107.7
1116,110.2,103.4,107,107.7
1117,110.8,103.4,107.6,107.7
1118,110.2,103.4,108.4,107.7
1119,110.7,103.4,109.3,107.7
1120,111.5,103.4,106.9,107.7
1121,109.6,103.4,104.8,107.7
1122,110.3,103.4,106.1,107.7
1123,110.7,103.4,107.4,107.7
1124,110.1,103.4,107.9,107.7
1125,110.1,103.4,108.9,107.7
1126,110.3,103.4,109.9,107.7
1127,110.6,103.4,107.3,107.7
1128,111.1,103.4,107.5,107.7
1129,111.5,103.4,108.3,107.7
1130,111.3,103.4,108.8,107.7
1131,112,103.4,108.8,107.7
1132,112.4,103.4,105.9,107.7
1133,110.5,103.4,104.1,107.7
1134,111.3,103.4,105.1,107.7
1135,112.1,103.4,105.7,107.7
1136,112.9,103.4,106.3,107.7
1137,112.8,103.4,107.1,107.7
1138,113.5,103.4,107.5,107.7
1139,113.8,103.4,105.2,107.7
1140,113.2,103.4,106.4,107.7
1141,113.5,103.4,107.6,107.7
1142,113,103.4,108.8,107.7
1143,113.6,103.4,109.3,107.7
1144,113.9,103.4,107.4,107.7
1145,111.9,103.4,104.8,107.7
1146,112.5,103.4,103.2,107.7
1147,112.8,103.4,104.9,107.7
1148,113.1,103.4,106.3,107.7
1149,112.9,103.4,102.5,107.7
1150,113.1,103.4,103.7,107.7
1151,113.1,103.4,102.1,107.7
1152,113.4,103.4,103.4,107.7
1153,113.3,103.4,104.6,107.7
1154,111.4,103.4,106.5,107.7
1155,112.1,103.4,107.5,107.7
1156,111.4,103.4,105.5,107.7
1157,109.8,103.4,104.5,107.7
1158,110.4,103.4,106.1,107.7
1159,110.7,103.4,107.8,107.7
1160,110.9,103.4,108.7,107.7
1161,111.3,103.4,110,107.7
1162,111.5,103.4,109.5,107.7
1163,111.9,103.4,107.8,107.7
1164,112.2,103.4,108.9,107.7
1165,112.7,103.4,110.3,107.7
1166,112.3,103.4,111.5,107.7
1167,112.4,103.4,112.7,107.7
1168,112.8,103.4,110.9,107.7
1169,110.7,103.4,108.6,107.7
1170,106.4,103.4,109.1,107.7
1171,106.9,103.4,110.5,107.7
1172,106.7,103.4,111.6,107.7
1173,107.1,103.4,112.6,107.7
1174,107.6,103.4,113.3,107.7
1175,107.6,103.4,110.7,107.7
1176,108.2,103.4,111.8,107.7
1177,108.8,103.4,113,107.7
1178,108.4,103.4,114,107.7
1179,108.8,103.4,114.6,107.7
1180,109.4,103.4,111.7,107.7
1181,107.9,103.4,110,107.7
1182,108.4,103.4,111.2,107.7
1183,109.3,103.4,112.4,107.7
1184,109.9,103.4,113.2,107.7
1185,110.2,103.4,114,107.7
1186,110.3,103.4,114.9,107.7
1187,111,103.4,113.3,107.7
1188,110.4,103.4,114.1,107.7
1189,110.9,103.4,114.5,107.7
1190,110.3,103.4,115.3,107.7
1191,110.7,103.4,116.1,107.7
1192,111.2,103.4,112.4,107.7
1193,111,103.4,110.4,107.7
1194,111.4,103.4,110.4,107.7
1195,112,103.4,111.6,107.7
1196,112.6,103.4,112.7,107.7
1197,113.1,103.4,113.7,107.7
1198,113.9,103.4,114.4,107.7
1199,114.8,103.4,112.9,107.7
1200,115.5,103.4,113.8,107.7
1201,116.1,103.4,114.7,107.7
,,,115.6,107.7
,,,116.4,107.7
,,,117.1,107.7
,,,116,107.7
,,,116.7,107.7
,,,117.4,107.7
,,,118.1,107.7
,,,118.7,107.7
,,,119.2,107.7
,,,119.4,107.7
,,,118.2,107.7
,,,117.4,107.7
,,,118,107.7
,,,118.6,107.7
,,,119.1,107.7
,,,119.6,107.7
,,,120,107.7
,,,120.4,107.7
